Id,Agreeableness,CLEVER,WASTEFUL,SIMPLE,PROUD,PASSIONLESS,UNINTELLIGENT,COURAGEOUS,CRITICAL,LAZY,PASSIVE,DISCREET,LETHARGIC,ETHICAL,IMPERSONAL,RASH,INTROSPECTIVE,BIGOTED,LAX,COWARDLY,VAIN,INTELLECTUAL,UNCHARITABLE,MISCHIEVOUS,NONPERSISTENT,AGGRESSIVE,INGENIOUS,GULLIBLE,CONSERVATIVE,SNOBBISH,SELF-INDULGENT,TRUTHFUL,INDECISIVE,GENIAL,CONSISTENT,RESPONSIBLE,WISHY-WASHY,POSSESSIVE,CRUEL,ACTIVE,CYNICAL,RUTHLESS,ABRUPT,MERRY,SOCIAL,BELLIGERENT,QUIET,ENTHUSIASTIC,FEMININE,AMBITIOUS,HUMORLESS,PATIENT,COMPETITIVE,TOLERANT,SPIRITED,DEPENDABLE,IMMATURE,FRETFUL,WORDY,STUBBORN,FAULTFINDING,ZEALOUS,ACCOMMODATING,CAREFREE,UNPREDICTABLE,ORDERLY,OBJECTIVE,RESTRAINED,SOCIABLE,CONVENTIONAL,ARGUMENTATIVE,METICULOUS,ORGANIZED,UNINHIBITED,NEGLIGENT,COARSE,ROUGH,ANIMATED,OPTIMISTIC,CONTROLLED,UNDERHANDED,UNAMBITIOUS,CRANKY,PRETENTIOUS,UNADVENTUROUS,DOMINANT,EXPRESSIVE,BRAVE,IMPARTIAL,DOWN-TO-EARTH,FORGETFUL,CONDESCENDING,TACTLESS,SECRETIVE,STEADY,RESERVED,GREEDY,SYSTEMATIC,INTRUSIVE,POISED,SMART,SINCERE,SOPHISTICATED,BULLHEADED,STERN,AUTONOMOUS,PASSIONATE,INTENSE,CALLOUS,REVERENT,PEACEFUL,BASHFUL,SCORNFUL,BOISTEROUS,SUSPICIOUS,ILLOGICAL,INDULGENT,HUMOROUS,INSECURE,CONTEMPLATIVE,FRIVOLOUS,PESSIMISTIC,PRACTICAL,ENVIOUS,WISE,FRANK,LOGICAL,JEALOUS,SMUG,DEMANDING,INDIRECT,ENTERPRISING,EXPLOSIVE,SILENT,STRAIGHTFORWARD,COMPULSIVE,MORALISTIC,BLAND,UNEMOTIONAL,TRANSPARENT,MOODY,SHY,REBELLIOUS,ANXIOUS,NONCHALANT,SUGGESTIBLE,EXHIBITIONISTIC,THOROUGH,STRICT,UNINQUISITIVE,DECISIVE,VERSATILE,DIPLOMATIC,POLITE,NOSEY,CHEERFUL,OPINIONATED,ABSENT-MINDED,LENIENT,GENEROUS,DISRESPECTFUL,DULL,EARNEST,CAREFUL,DISORGANIZED,SKEPTICAL,SENTIMENTAL,PROGRESSIVE,PRUDISH,ARTICULATE,INTELLIGENT,DARING,CORDIAL,NEGATIVISTIC,MEDDLESOME,PREDICTABLE,UNCOOPERATIVE,REFINED,UNDEMANDING,VIGOROUS,IDEALISTIC,INNOVATIVE,SHREWD,IMPATIENT,ALERT,TENACIOUS,INQUISITIVE,RELIABLE,UNDERSTANDING,WEARILESS,STINGY,SENSUAL,INDUSTRIOUS,SLY,WARY,QUARRELSOME,SLOPPY,PLEASANT,UNAFFECTIONATE,WARM,INCONSISTENT,SERIOUS,WITTY,DISORDERLY,ASSURED,CREATIVE,SLUGGISH,CARELESS,HEARTY.,LUSTFUL,BITTER,IMPRACTICAL,INTROVERTED,HYPOCRITICAL,VIVACIOUS,CANDID,FORMAL,PRECISE,MASOCHISTIC,RESPECTFUL,NAIVE,DEMONSTRATIVE,UNOBSERVANT,FINICKY,NATURAL,WORLDLY,MAGNETIC,UNCOUTH,ANALYTICAL,EXTRAVAGANT,HIGH-STRUNG,MASCULINE,INDEPENDENT,INSENSITIVE,CHARITABLE,DOMINEERING,UNSTABLE,MATURE,CONSIDERATE,NONRELIGIOUS,DIRECT,COMPLEX,INDIVIDUALISTIC,TEMPERAMENTAL,INVENTIVE,MEEK,CONCISE,DEPENDENT,PLAYFUL,COOPERATIVE,CONSCIENTIOUS,INTOLERANT,IRREVERENT,SYMPATHETIC,UNCONVENTIONAL,OBLIGING,SEXY,EARTHY,ECONOMICAL,EMPATHIC,UNINTELLECTUAL,POMPOUS,RELAXED,SELFISH,GOSSIPY,HARSH,SELF-PITYING,SENSITIVE,UNFRIENDLY,THRIFTY,AGREEABLE,UNGRACIOUS,NONCONFORMING,ELOQUENT,SOMBER,SARCASTIC,GRUMPY,WITHDRAWN,CUNNING,DECEITFUL,FLIRTATIOUS,MODEST,INHIBITED,DEVIOUS,COURTEOUS,DIGNIFIED,ENERGETIC,DELIBERATE,ABUSIVE,PERSISTENT,HONEST,HAPPY-GO-LUCKY,VOLATILE,INDISCREET,UNSCRUPULOUS,RAMBUNCTIOUS,EXCITABLE,PLACID,UNSOPHISTICATED,SELFLESS,UNDEPENDABLE,BOLD,AMIABLE,PRINCIPLED,HUMBLE,CASUAL,INSINCERE,RIGID,UNSELFISH,PUNCTUAL,DISTRUSTFUL,AIMLESS,RUDE,ALTRUISTIC,COMMUNICATIVE,HAPHAZARD,INEFFICIENT,PATRONIZING,FORCEFUL,PHILOSOPHICAL,BOSSY,MELANCHOLIC,AFFECTIONATE,RESTLESS,EXACTING,FEARFUL,UNAGGRESSIVE,TOUGH,KNOWLEDGEABLE,SHALLOW,CONCEITED,TALKATIVE,VAGUE,UNRULY,SUBMISSIVE,VINDICTIVE,VERBAL,NERVOUS,DISHONEST,MANNERLY,SPONTANEOUS,FORESIGHTED,UNCOMMUNICATIVE,UNSYMPATHETIC,MORAL,CURIOUS,INSIGHTFUL,PERFECTIONISTIC,COMPASSIONATE,SUPERSTITIOUS,UNRESTRAINED,OBSESSIVE,ERRATIC,APATHETIC,KIND,FLAMBOYANT,SCATTERBRAINED,TOUCHY,SELF-DISCIPLINED,CULTURED,RATIONAL,ALOOF,RELIGIOUS,INCONSIDERATE,SUBJECTIVE,THOUGHTFUL,PERCEPTIVE,CAUTIOUS,DEFENSIVE,DETACHED,TIMID,FRIENDLY,FOOLHARDY,HELPFUL,SCRUPULOUS,OUTSPOKEN,DEEP,BRIGHT,OBSTINATE,DOCILE,GREGARIOUS,TACTFUL,PURPOSEFUL,BOASTFUL,IMPULSIVE,ADAPTABLE,SEDATE,IRRITABLE,DOGMATIC,PROMPT,IMAGINATIVE,UNSOCIABLE,COMBATIVE,ANTAGONISTIC,UNEXCITABLE,COMPLIANT,MANIPULATIVE,EMOTIONAL,CRABBY,UNKIND,ARTISTIC,UNFORGIVING,CRAFTY,RECKLESS,IMPETUOUS,EGOCENTRIC,EFFICIENT,UNCOMPETITIVE,INARTICULATE,LOYAL,IGNORANT,UNASSUMING,UNRELIABLE,COLD,UNIMAGINATIVE,ASSERTIVE,IMPOLITE,OPPORTUNISTIC,SELF-CRITICAL,REASONABLE,FLEXIBLE,EGOTISTICAL,FIRM,EXTROVERTED,THOUGHTLESS,SELF-SEEKING,TRADITIONAL,CONFIDENT,PREJUDICED,BENEVOLENT,EASY-GOING,TRUSTFUL,INFORMAL,JOVIAL,ADVENTUROUS
130,1,-0.09,0,0.12,-0.09,0,0,0,-0.32,0,0,0,0,0,0,0,0,0,0,0,-0.02,0,0,0,0,0,0,0,0,0,0,0,-0.02,0.05,0.28,0,0,0,0.11,0,0,0,0,0,0.25,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0.17,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,-0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0.04,-0.14,0,0,0,0,0,0,0,0,0,0,0,-0.33,0,0.19,0,0,0.48,0,-0.07,0,0,0,-0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.05,0,0,0.07,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.14,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0,0,0,0,0,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.29,0,0,0,0,0,-0.1,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.33,0,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,-0.13,0,0.6,-0.04,0,0,0,0,0,-0.2,0,0,0,0,0,0.14,0,0,0,0,0.37,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0.12,0,0,0,0,0,0,0,0,0.43,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0
131,1,0,0,0,0,0,0,0,-0.32,0,0,0,0.2,0,0,0,-0.34,0,0,0,-0.02,0,0,0,0,0,0,0.09,0,0,0.26,0,0,0.05,0.28,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0.04,0,0.43,0,0,0,0,-0.05,0,0,0,0,0.2,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,-0.45,0.17,0,0.11,0,0,0,0,0,0.23,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,-0.02,-0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,-0.34,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0,-0.14,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48,0,-0.07,0,0,0,-0.14,0,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,-0.35,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,-0.34,0,0,0,-0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.08,0,0,0,0,-0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0.47,0,0,0,0.09,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0,0,-0.17,0,0,0,0.14,0,0,0,0,0,0,0,0
132,1,0,0,0,0,0,0,0,-0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0.26,0,0,0,0.28,0,0,0,0.11,0,0,0,0,0,0.25,0,0,0.29,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.33,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,-0.07,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0.04,0,0,0.14,0,0.33,0.33,0,0,0,0,0,0,0,0,0,0,0,-0.06,0.03,0,0,0,0,0,0,0,0,0,0,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.14,0,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.05,0,0,0,0,0,0,0,0.06,0,0,-0.46,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.34,0.03,0,0,0,0,0,0,0,-0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.29,0.2,0,0,0,0,0,0,0.23,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.17,0,0,0,0.14,0,0,0,0,0,0.07,0,0
133,1,-0.09,-0.06,0,0,0,0,0,-0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0.05,0,0,0,0,0.11,0,0,0,0,0,0.25,0,0.15,0,0,0.04,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0.12,0,0,0.08,0,0,0,0,0,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,-0.13,0,0,0,0,0,0,0.31,0,0,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.26,0,0,0,0,0,0,0,-0.24,0,0.15,-0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,-0.06,0,0,0,0,0.36,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,-0.36,0,0,0,0,0,0,0,-0.14,0,0,0,0,0,0,0,0.37,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,-0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0.31,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0.09,0,0,0.07,0,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.07,0,0,0,0,0.07,0,0
134,1,0,0,0,0,0,0,0,-0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0.05,0.28,0,0,0,0.11,0,0,0,0,0,0.25,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0.12,0,0,0.08,0,0,0,0,0,0,0.31,0,0,0,0,0,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02,0,0,0.42,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.34,0,0,-0.25,0,0,0,0,-0.02,0,0,0,0,0,-0.3,0,0,0,0,0,-0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.07,0,0,0,0,0,0,0,0,0,-0.35,0,0,0.04,0,0,0,0,0,0,0.33,0.33,0,0,0,0,0,-0.06,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,-0.36,0,0,0,0,0,0,0,-0.14,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0,0,0,-0.29,0,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.33,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0.14,0,0,0,0.37,0,0,0,0,0.2,0,0,0,0,0,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0
135,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,-0.41,0,0,0,0,0,0,0.29,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,0,0,0,0,0,-0.07,0,0,0.03,-0.14,0,0,0,0,0,0,0,0,0,0,0,-0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0,0.36,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,-0.36,0,0,0,0,0,0,0,-0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02,0,0,0,0,0,0,0,0,0,0,0,-0.29,0,0,0,0,0,0,-0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,0,0,0,0,0,0,0,0,0,0,0,-0.18,0,0,0.35,0,-0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.17,0,0,0,0,0,0,-0.29,0,0,0,0,0,0,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.17,0,-0.29,0,0.14,-0.07,0,0,0,0,0,0,0
136,1,-0.09,0,0,0,0,0,0,-0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,-0.03,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,-0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0.33,0,0,0,0,0,0,0,0,0.45,0,0,0,0.03,0,0,0,0.07,0,0,0,0,0,0,0,0,-0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,-0.14,0,0.46,0,0,0.2,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0,0,0,0,0,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,-0.04,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0.37,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0
137,1,-0.09,0,0.12,-0.09,0,0,0,-0.32,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02,0.05,0.28,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0.23,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,-0.07,0,0.07,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0.36,0,0.03,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0,0,0,-0.34,-0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.33,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0.05,0,0,0.52,0,0,-0.18,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,1,0,0,0.12,-0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0,0,0,0,0,0,0,0,0,-0.41,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.31,0.11,0,0,0,0,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02,0,0,0,0,0,0,-0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0.14,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0.36,0,0.03,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0,0,0,0,0,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.13,0,0,-0.04,0,0,0,0,0,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,-0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.17,0,0,0,0.14,0,0,0,0,0,0,0,0
139,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02,0,0,0,0,0,0,0,0,0,0,0,-0.4,0.11,0,-0.41,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0.15,0,0,0.12,0,0,0.08,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0.23,0,0,0,0,0,0,0,-0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0.19,0,0,0,0,-0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,-0.26,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,-0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,0,0.05,0,0,0,0,0.6,0,0,0,0,0,0,0,0.31,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0
